              Vardas             Pavarde       ND1       ND2       ND3       ND4       ND5      Egz.
          Vardas7228         Pavarde7228         3         9         2         6         8         9
          Vardas7229         Pavarde7229         1         3         4         1         9         9
          Vardas7230         Pavarde7230         7         5         8        10         5         1
          Vardas7231         Pavarde7231         3         7         8         5         8         8
          Vardas7232         Pavarde7232         8         9         1         9         2         7
          Vardas7233         Pavarde7233         4         1        10        10         8        10
          Vardas7234         Pavarde7234         6         7         4         5         4         6
          Vardas7235         Pavarde7235        10         7         2         4         1         2
          Vardas7236         Pavarde7236         7         9         4         1        10         5
          Vardas7237         Pavarde7237         5         8         5         9         7         9
          Vardas7238         Pavarde7238         8        10         7         5         9         9
          Vardas7239         Pavarde7239        10         4         5         4         3         7
          Vardas7240         Pavarde7240         3         8         6         4         6         4
          Vardas7241         Pavarde7241         5         5         4         6         4         9
          Vardas7242         Pavarde7242         6         3         1         3         7        10
          Vardas7243         Pavarde7243         6         6         8         3         7         6
          Vardas7244         Pavarde7244         6         5         9         3         2         4
          Vardas7245         Pavarde7245         9         9         7         2         9         1
          Vardas7246         Pavarde7246         7         4         1         4        10         7
          Vardas7247         Pavarde7247         3         7         5         5         5         7
          Vardas7248         Pavarde7248         3        10         1         2         1         7
          Vardas7249         Pavarde7249         3         7         9         8         7         3
          Vardas7250         Pavarde7250         5         3         5        10         3        10
          Vardas7251         Pavarde7251        10        10         3         6         4         7
          Vardas7252         Pavarde7252         1         7         4         9         2         2
          Vardas7253         Pavarde7253         1         6        10         4         6         8
          Vardas7254         Pavarde7254         1         2         5         7         9         6
          Vardas7255         Pavarde7255         1         4         5         2         5         7
          Vardas7256         Pavarde7256         2         7        10         2         6         8
          Vardas7257         Pavarde7257         9        10         5         8         9         8
          Vardas7258         Pavarde7258        10         3         8         6         5         1
          Vardas7259         Pavarde7259         8         9         8         5         4         9
          Vardas7260         Pavarde7260         7         4         3         1         6         2
          Vardas7261         Pavarde7261         2         7         6         6         2         4
          Vardas7262         Pavarde7262         8         3         2         7         3        10
          Vardas7263         Pavarde7263         5         4         5         9         5         8
          Vardas7264         Pavarde7264         9         2         4         7         4         1
          Vardas7265         Pavarde7265         5         4         2         3         2         1
          Vardas7266         Pavarde7266         3         7         7         7         9         4
          Vardas7267         Pavarde7267         4        10        10         3        10         4
          Vardas7268         Pavarde7268        10         2         9         6         1         1
          Vardas7269         Pavarde7269         5         1         6         9         2         6
          Vardas7270         Pavarde7270         5         7         2         1         2         1
          Vardas7271         Pavarde7271        10         9         9         9         1         2
          Vardas7272         Pavarde7272         1         2         4         9        10         5
          Vardas7273         Pavarde7273         4         9         3         3         5         2
          Vardas7274         Pavarde7274         4         3        10         4         3         1
          Vardas7275         Pavarde7275         5         3         4        10         1         7
          Vardas7276         Pavarde7276         3         7         4         8         7         3
          Vardas7277         Pavarde7277         6         8        10         5         6         1
          Vardas7278         Pavarde7278        10         3         3         7         6         6
          Vardas7279         Pavarde7279         7         5         6         3         1         1
          Vardas7280         Pavarde7280         3        10         7         3         3         4
          Vardas7281         Pavarde7281         3        10         4        10         3         1
          Vardas7282         Pavarde7282         9        10         2         5         1         6
          Vardas7283         Pavarde7283         8         5        10         4         7         4
          Vardas7284         Pavarde7284         3         8         5         2         3         3
          Vardas7285         Pavarde7285         7         2         7        10         2         7
          Vardas7286         Pavarde7286         1        10         5         9        10         7
          Vardas7287         Pavarde7287         5        10         7         4         2        10
          Vardas7288         Pavarde7288         3         2        10         6         6         6
          Vardas7289         Pavarde7289         8         5         7         9         9         5
          Vardas7290         Pavarde7290         9         1         3         6         7         7
          Vardas7291         Pavarde7291         5         2         4         1         2         6
          Vardas7292         Pavarde7292         4         8         8        10         2         8
          Vardas7293         Pavarde7293        10         2         7         1         4         5
          Vardas7294         Pavarde7294         8         4         2         7         4         5
          Vardas7295         Pavarde7295         6         7        10         4        10         3
          Vardas7296         Pavarde7296         2         6         7         7         8         6
          Vardas7297         Pavarde7297         3         3         4        10         5         5
          Vardas7298         Pavarde7298         8         5         9         2         1         7
          Vardas7299         Pavarde7299         7         1         1        10         5         8
          Vardas7300         Pavarde7300         1         3         6         5         1         7
          Vardas7301         Pavarde7301         6         8         3         2         5         9
          Vardas7302         Pavarde7302         9         1         5         4         5         6
          Vardas7303         Pavarde7303        10         8         1         7         8         2
          Vardas7304         Pavarde7304         6         7         6         2         8         3
          Vardas7305         Pavarde7305        10         1         5         7         1         1
          Vardas7306         Pavarde7306         9         2         9        10         2         1
          Vardas7307         Pavarde7307         6        10         6         6         1         8
          Vardas7308         Pavarde7308        10         6         9        10         7         8
          Vardas7309         Pavarde7309        10         4         6         4         8        10
          Vardas7310         Pavarde7310         6         1         5         1         4         2
          Vardas7311         Pavarde7311         9         4         2         6        10         8
          Vardas7312         Pavarde7312         9        10         7         3         1         8
          Vardas7313         Pavarde7313        10        10         8         5         1         2
          Vardas7314         Pavarde7314         6         7         5         7         1         6
          Vardas7315         Pavarde7315         8         6        10         3         6        10
          Vardas7316         Pavarde7316         4         4         5        10         3        10
          Vardas7317         Pavarde7317         2         9         3         1         4         8
          Vardas7318         Pavarde7318         2         4         1         8         8         7
          Vardas7319         Pavarde7319         2         5         9         9         2         2
          Vardas7320         Pavarde7320         6         2         7        10         2         4
          Vardas7321         Pavarde7321         2         2         6         1         6         1
          Vardas7322         Pavarde7322         3         4         1         1         3         8
          Vardas7323         Pavarde7323        10         2         1         4         3         6
          Vardas7324         Pavarde7324         9        10         2         7         2        10
          Vardas7325         Pavarde7325         7         8         6         7         8         3
          Vardas7326         Pavarde7326         7         7         3         6         9         2
          Vardas7327         Pavarde7327        10         6         6         7         6         5
          Vardas7328         Pavarde7328         5         2         6         2         5         6
          Vardas7329         Pavarde7329         1        10         3         5         5        10
          Vardas7330         Pavarde7330         7         2         2         5         6         1
          Vardas7331         Pavarde7331         2         3         7         5         9         9
          Vardas7332         Pavarde7332         7         8        10         8         4         4
          Vardas7333         Pavarde7333         7         9         4         6         7         8
          Vardas7334         Pavarde7334         5         3         1         6         5        10
          Vardas7335         Pavarde7335         6         7         5         7        10         4
          Vardas7336         Pavarde7336         1         8         1         7         1         7
          Vardas7337         Pavarde7337         8         9        10         6         8         5
          Vardas7338         Pavarde7338         2         7         6         9         3         7
          Vardas7339         Pavarde7339         8         8         5        10         8         9
          Vardas7340         Pavarde7340         7         4        10        10         3         7
          Vardas7341         Pavarde7341         4         6         4        10         1         9
          Vardas7342         Pavarde7342         5         8         3         5         3         9
          Vardas7343         Pavarde7343         4         9         9         4         9         6
          Vardas7344         Pavarde7344         2         4        10         3         7         3
          Vardas7345         Pavarde7345         7         9         9         7         3         9
          Vardas7346         Pavarde7346         9         8        10         7        10         2
          Vardas7347         Pavarde7347         9         3         5         9         6         2
          Vardas7348         Pavarde7348         6         8         5         7         4         5
          Vardas7349         Pavarde7349         9         9         9         7         6         2
          Vardas7350         Pavarde7350         1        10         1         3         5         1
          Vardas7351         Pavarde7351         3        10         8        10        10         2
          Vardas7352         Pavarde7352         7         1         6        10         1         3
          Vardas7353         Pavarde7353         5         8         3         4         6         5
          Vardas7354         Pavarde7354         8         3         5         3         1         8
          Vardas7355         Pavarde7355         2         6         1         2         4         6
          Vardas7356         Pavarde7356         6         5         5        10         7         5
          Vardas7357         Pavarde7357         8         3         9         6         4         7
          Vardas7358         Pavarde7358         2        10         7         4         6         9
          Vardas7359         Pavarde7359         4         1         2         8         8         5
          Vardas7360         Pavarde7360         3         7         7        10         3         8
          Vardas7361         Pavarde7361         2         9         4         8         3         1
          Vardas7362         Pavarde7362         1         9         3         7         2        10
          Vardas7363         Pavarde7363         3         1         1         8         3         7
          Vardas7364         Pavarde7364         2         7         8         8         8         9
          Vardas7365         Pavarde7365         6         5         1         8         2         6
          Vardas7366         Pavarde7366         3         8         5         9         4        10
          Vardas7367         Pavarde7367         1         7         4        10         5        10
          Vardas7368         Pavarde7368         9         4         5         8         8         6
          Vardas7369         Pavarde7369         9        10         5         4         4         3
          Vardas7370         Pavarde7370         5         7         4         2         2         2
          Vardas7371         Pavarde7371         5         6         1         6         6         1
          Vardas7372         Pavarde7372         8         8         2         1         1         5
          Vardas7373         Pavarde7373         6         9         7         9         2         8
          Vardas7374         Pavarde7374         2         1        10         6         9         1
          Vardas7375         Pavarde7375         5         5         1         7         9         2
          Vardas7376         Pavarde7376         9         2         7         4         2         8
          Vardas7377         Pavarde7377         4         6         8         4         7         8
          Vardas7378         Pavarde7378         7         2         6         7         3         1
          Vardas7379         Pavarde7379        10         6         2         4         5         4
          Vardas7380         Pavarde7380         6        10         3         1         8        10
          Vardas7381         Pavarde7381         8         2         2         3         9         4
          Vardas7382         Pavarde7382        10         6        10         2         6         3
          Vardas7383         Pavarde7383         5        10         1         3         1         9
          Vardas7384         Pavarde7384         4         9         8        10         1         5
          Vardas7385         Pavarde7385         4         9         9         7         8         1
          Vardas7386         Pavarde7386         7         3        10        10         4         2
          Vardas7387         Pavarde7387         4         8         1         6         4         4
          Vardas7388         Pavarde7388         2         7         3         3         5         7
          Vardas7389         Pavarde7389         6         7         8         4         1         4
          Vardas7390         Pavarde7390         7         5         8         9        10         9
          Vardas7391         Pavarde7391         5         7         4         7         6         4
          Vardas7392         Pavarde7392         2         2         1         1         2         8
          Vardas7393         Pavarde7393         2         6         7         1         5         8
          Vardas7394         Pavarde7394         2         9         3         9         3         2
          Vardas7395         Pavarde7395         4         5         2         5         4         5
          Vardas7396         Pavarde7396         8         9         8        10         4         4
          Vardas7397         Pavarde7397        10         5         3         2         4         3
          Vardas7398         Pavarde7398        10         3         5         9         3         5
          Vardas7399         Pavarde7399         8         2         6         8        10         6
          Vardas7400         Pavarde7400         9         9         7         6         7        10
          Vardas7401         Pavarde7401         9         4         9         5         3         8
          Vardas7402         Pavarde7402         2         7         9         4         8         4
          Vardas7403         Pavarde7403         7        10         9        10        10         5
          Vardas7404         Pavarde7404         3         1         7        10         5         1
          Vardas7405         Pavarde7405         3         4         3         8         9         5
          Vardas7406         Pavarde7406         6         9         5         9         9         3
          Vardas7407         Pavarde7407         5         6         5         3         4         5
          Vardas7408         Pavarde7408         5         2         2         4         7         4
          Vardas7409         Pavarde7409         9         6         8         7         4         2
          Vardas7410         Pavarde7410         2         6         2         3         3         2
          Vardas7411         Pavarde7411         4        10         1         5         3         3
          Vardas7412         Pavarde7412         4        10         9        10         8         3
          Vardas7413         Pavarde7413        10         9         9         4         7         1
          Vardas7414         Pavarde7414         6         7         6         8         2         8
          Vardas7415         Pavarde7415         4         5        10         4         1         9
          Vardas7416         Pavarde7416         7         6         5         2        10         5
          Vardas7417         Pavarde7417         7         3         1         5         7         4
          Vardas7418         Pavarde7418         3         8         7        10         1         9
          Vardas7419         Pavarde7419         6        10         6         8         4         3
          Vardas7420         Pavarde7420         7         8        10         3         4         6
          Vardas7421         Pavarde7421         5         9         9        10         7         9
          Vardas7422         Pavarde7422         3         8         2         7        10         9
          Vardas7423         Pavarde7423         3         8         9         5         8         7
          Vardas7424         Pavarde7424         1         5         6         9         2         4
          Vardas7425         Pavarde7425         4        10         8         9        10         8
          Vardas7426         Pavarde7426         6         8        10         9         7         2
          Vardas7427         Pavarde7427         7         1         6         7         2         6
          Vardas7428         Pavarde7428         7         7         5         1         8         3
          Vardas7429         Pavarde7429         5         7         9         3         1         6
          Vardas7430         Pavarde7430        10         1         5        10         1         2
          Vardas7431         Pavarde7431         3         1         4         6         8         3
          Vardas7432         Pavarde7432         3         8         2         4         1         7
          Vardas7433         Pavarde7433         7         5         7         3         8         6
          Vardas7434         Pavarde7434         6         1         2         9         9         1
          Vardas7435         Pavarde7435        10         7         2         6        10         3
          Vardas7436         Pavarde7436         3         8         5         5        10         8
          Vardas7437         Pavarde7437         5         4        10         7         6         7
          Vardas7438         Pavarde7438         3         4         6         2         8         4
          Vardas7439         Pavarde7439        10         2         5        10        10         7
          Vardas7440         Pavarde7440         8         1         1         3         4         5
          Vardas7441         Pavarde7441        10        10         6         8         1         5
          Vardas7442         Pavarde7442         2        10         2         7        10         4
          Vardas7443         Pavarde7443         3         1         5         5         8         6
          Vardas7444         Pavarde7444         2         6         4         1         8         7
          Vardas7445         Pavarde7445         8         3         7         4         9         9
          Vardas7446         Pavarde7446         6         2         6         5         1         4
          Vardas7447         Pavarde7447         1         7         1         2         5         7
          Vardas7448         Pavarde7448         3         6         1         6        10         5
          Vardas7449         Pavarde7449         1         9         6         1        10         6
          Vardas7450         Pavarde7450         5         5         3         9         3         9
          Vardas7451         Pavarde7451         1         7         7         1         7         5
          Vardas7452         Pavarde7452         7         9         5        10         1         4
          Vardas7453         Pavarde7453         5         5         9         6         3         6
          Vardas7454         Pavarde7454         3         1         9         9         3         8
          Vardas7455         Pavarde7455         2         7         3         6        10         6
          Vardas7456         Pavarde7456         4         1         3         3         9         1
          Vardas7457         Pavarde7457         3        10         4         7         9         6
          Vardas7458         Pavarde7458         2         3         3        10         1         2
          Vardas7459         Pavarde7459         4         6         2         8         9         1
          Vardas7460         Pavarde7460         9         7         2         7         1         4
          Vardas7461         Pavarde7461         9         4         9         2         8         7
          Vardas7462         Pavarde7462         9         2         2         1         8         4
          Vardas7463         Pavarde7463         3         6         7         8         9         1
          Vardas7464         Pavarde7464         2         1         5        10         8         9
          Vardas7465         Pavarde7465         4         2         7         6         7         5
          Vardas7466         Pavarde7466        10         5        10         4         3         1
          Vardas7467         Pavarde7467         5         4         5         9         2         7
          Vardas7468         Pavarde7468         4         6         3         4         8         1
          Vardas7469         Pavarde7469         7         6         6         5         9         1
          Vardas7470         Pavarde7470        10         1         4         5         2         6
          Vardas7471         Pavarde7471         2         1         6         2         9         2
          Vardas7472         Pavarde7472         8         1         2         4        10         5
          Vardas7473         Pavarde7473         3         9         9         7        10         9
          Vardas7474         Pavarde7474         7         2         2         6         6         1
          Vardas7475         Pavarde7475         7         6         4         8         6         6
          Vardas7476         Pavarde7476         9         3         8         7         5         5
          Vardas7477         Pavarde7477         1         1         9        10         6        10
          Vardas7478         Pavarde7478         9         1         3         7         6         1
          Vardas7479         Pavarde7479         8         1         4         4         4         6
          Vardas7480         Pavarde7480         6         7         6         2         5         9
          Vardas7481         Pavarde7481         4         5         6         6         9         8
          Vardas7482         Pavarde7482         7         9         6         9        10         7
          Vardas7483         Pavarde7483         7         5         2         3         3        10
          Vardas7484         Pavarde7484        10         2         8         5         1         4
          Vardas7485         Pavarde7485         9         6         6         3         6         2
          Vardas7486         Pavarde7486         8         6         2        10         1         2
          Vardas7487         Pavarde7487         8         8         7         3         2         3
          Vardas7488         Pavarde7488         9         7         2         7         2        10
          Vardas7489         Pavarde7489         9         2         7         2         1         6
          Vardas7490         Pavarde7490         8         3         1         4         5         7
          Vardas7491         Pavarde7491         6         4         4         2        10        10
          Vardas7492         Pavarde7492        10        10         7        10         2         4
          Vardas7493         Pavarde7493         8         5         8         4         3         7
          Vardas7494         Pavarde7494         9         1         4         3         7         5
          Vardas7495         Pavarde7495         2         6         6         9         5         4
          Vardas7496         Pavarde7496        10         9         6         5         2         6
          Vardas7497         Pavarde7497         4         1        10         5         9         6
          Vardas7498         Pavarde7498         3        10         9         8         8         3
          Vardas7499         Pavarde7499         6         4        10         8         6         8
          Vardas7500         Pavarde7500         9         6         8         2         4         5
          Vardas7501         Pavarde7501         6         6         9         5         1         2
          Vardas7502         Pavarde7502         8         9         7         9         3         9
          Vardas7503         Pavarde7503         2         2         1         2         6         1
          Vardas7504         Pavarde7504         6        10         1         7        10         3
          Vardas7505         Pavarde7505         3         5         3        10        10         7
          Vardas7506         Pavarde7506         6         1         3         5         8         6
          Vardas7507         Pavarde7507         3         9         3         6        10         5
          Vardas7508         Pavarde7508        10         8         6         4         4         9
          Vardas7509         Pavarde7509         7        10         5         4         1         1
          Vardas7510         Pavarde7510         5         8         3         8         7         7
          Vardas7511         Pavarde7511         9         9         9        10         6         8
          Vardas7512         Pavarde7512         7         3         6         4         4         4
          Vardas7513         Pavarde7513        10         8         5         7         4         6
          Vardas7514         Pavarde7514         6         4         2         4         5         2
          Vardas7515         Pavarde7515         2        10         7         9         1         3
          Vardas7516         Pavarde7516        10         3         7         2         8         1
          Vardas7517         Pavarde7517        10         3        10         3         1         1
          Vardas7518         Pavarde7518         9         6         2         5         4         7
          Vardas7519         Pavarde7519         6         2         9         4         4         3
          Vardas7520         Pavarde7520         6         2         3        10        10         7
          Vardas7521         Pavarde7521        10         7         9         2         4         1
          Vardas7522         Pavarde7522         7         1         9         4         5        10
          Vardas7523         Pavarde7523         8         8         7        10         4        10
          Vardas7524         Pavarde7524         1         6         6         4         2         8
          Vardas7525         Pavarde7525         7         3         7         3         8         2
          Vardas7526         Pavarde7526         4        10        10         1         9        10
          Vardas7527         Pavarde7527         4         2        10         8         4         4
          Vardas7528         Pavarde7528         3         9         7         7         6         9
          Vardas7529         Pavarde7529         9         4         9        10         8        10
          Vardas7530         Pavarde7530         6         2         8         4         7         4
          Vardas7531         Pavarde7531         9         1        10         6         7         6
          Vardas7532         Pavarde7532         2         6         3         6         9         4
          Vardas7533         Pavarde7533         3         4         9         6        10         4
          Vardas7534         Pavarde7534         3         1         1         8         7         1
          Vardas7535         Pavarde7535         4         3         2        10         5         1
          Vardas7536         Pavarde7536         8         7        10        10         7         9
          Vardas7537         Pavarde7537         9         5         5         7         7         1
          Vardas7538         Pavarde7538        10         3         8         4         8         1
          Vardas7539         Pavarde7539         9         2         2         5         8         1
          Vardas7540         Pavarde7540         2         2         4         5         9         2
          Vardas7541         Pavarde7541         3         1         4         7         7         1
          Vardas7542         Pavarde7542         8         2         9         4         7         9
          Vardas7543         Pavarde7543         9         3         7         5         6         7
          Vardas7544         Pavarde7544         7         5         5        10         6         1
          Vardas7545         Pavarde7545         5         9        10         7        10         4
          Vardas7546         Pavarde7546         6         6         3         4         9         1
          Vardas7547         Pavarde7547         8         8        10         1         7         3
          Vardas7548         Pavarde7548         6         1         4         1        10         7
          Vardas7549         Pavarde7549         8         2         3         7         5         8
          Vardas7550         Pavarde7550         6         3         7         5         5        10
          Vardas7551         Pavarde7551         5         8         5         7        10         3
          Vardas7552         Pavarde7552         3         6         5         4         6         1
          Vardas7553         Pavarde7553         7         9         5         9         3         3
          Vardas7554         Pavarde7554         9         4         9         2         2         8
          Vardas7555         Pavarde7555         2         6         3         2         4         3
          Vardas7556         Pavarde7556         5         6         9         7         3         3
          Vardas7557         Pavarde7557         3         7         5         7         4         5
          Vardas7558         Pavarde7558        10         9         8        10        10        10
          Vardas7559         Pavarde7559         3        10         3         4         2         5
          Vardas7560         Pavarde7560         1         5         2         9         7         9
          Vardas7561         Pavarde7561         1         5         8         7         6         2
          Vardas7562         Pavarde7562         1         8         5         5         7        10
          Vardas7563         Pavarde7563         7         3         2         9         1         2
          Vardas7564         Pavarde7564        10         5         6         8         2         5
          Vardas7565         Pavarde7565         9         3         1         6         5         7
          Vardas7566         Pavarde7566        10         6         6         1         7         3
          Vardas7567         Pavarde7567         3         7         4         8         2         2
          Vardas7568         Pavarde7568         9         2         7         5         9         5
          Vardas7569         Pavarde7569        10         6         4         3         4         2
          Vardas7570         Pavarde7570         4         7        10         8         4         2
          Vardas7571         Pavarde7571         1         6         1        10         2         4
          Vardas7572         Pavarde7572         1        10         6         3         5         8
          Vardas7573         Pavarde7573         4        10         6         9         5         8
          Vardas7574         Pavarde7574         1         9         9         6         4         7
          Vardas7575         Pavarde7575         7         9         9         7         1         4
          Vardas7576         Pavarde7576         4         4         7         7         9         7
          Vardas7577         Pavarde7577         4         2         8         6         2         1
          Vardas7578         Pavarde7578         9         6         3         9         2         6
          Vardas7579         Pavarde7579         4         7         1         3         5        10
          Vardas7580         Pavarde7580         5         4         3        10         7         3
          Vardas7581         Pavarde7581         7         5         9         5         5        10
          Vardas7582         Pavarde7582         9         8        10         3         5         1
          Vardas7583         Pavarde7583         2         8         2         1         5         5
          Vardas7584         Pavarde7584         4         4         5         3         9         9
          Vardas7585         Pavarde7585         5         8         2         8        10         9
          Vardas7586         Pavarde7586         9        10         9         9         1        10
          Vardas7587         Pavarde7587         7         8         9         7         3         9
          Vardas7588         Pavarde7588        10         4         6         3         7         8
          Vardas7589         Pavarde7589         2         7         7         3         4         5
          Vardas7590         Pavarde7590         3        10         9         1         5         3
          Vardas7591         Pavarde7591         2         7         5         2         3         3
          Vardas7592         Pavarde7592         8         2         4         7         7         3
          Vardas7593         Pavarde7593         7         8         5         6         1         5
          Vardas7594         Pavarde7594         6         7         4         3         8         2
          Vardas7595         Pavarde7595         6         6         2         3         8         7
          Vardas7596         Pavarde7596        10         7         9         4         2         5
          Vardas7597         Pavarde7597        10         2        10         5         8        10
          Vardas7598         Pavarde7598         2         4         5         9         5         9
          Vardas7599         Pavarde7599         9         8         4        10         9         3
          Vardas7600         Pavarde7600         5         9         6         9         6        10
          Vardas7601         Pavarde7601        10         4         1         2        10         8
          Vardas7602         Pavarde7602         7         6         9         3         5         7
          Vardas7603         Pavarde7603         4        10         6         2         2         9
          Vardas7604         Pavarde7604         5         4         3         1         1         6
          Vardas7605         Pavarde7605         5         1         8         1         8         1
          Vardas7606         Pavarde7606         1         3         8         5         8         4
          Vardas7607         Pavarde7607         3         3         2         1         6        10
          Vardas7608         Pavarde7608         5         9         5         9         8         4
          Vardas7609         Pavarde7609         3         2         2         1         4         5
          Vardas7610         Pavarde7610         9         1         9         1         2         6
          Vardas7611         Pavarde7611         7         3         6         6         7         9
          Vardas7612         Pavarde7612         4         2         4         6         6         5
          Vardas7613         Pavarde7613         7         7         1         3         2         2
          Vardas7614         Pavarde7614        10         5        10        10         6         5
          Vardas7615         Pavarde7615         8         3         2         8         6         6
          Vardas7616         Pavarde7616         8         9         9         2         6        10
          Vardas7617         Pavarde7617         2         8         2         7        10         9
          Vardas7618         Pavarde7618         1         2        10         3         9         6
          Vardas7619         Pavarde7619         7         4         9         4         1         5
          Vardas7620         Pavarde7620         4         9         6         2         6         5
          Vardas7621         Pavarde7621         8         3         1         4         8         6
          Vardas7622         Pavarde7622         9         4         8         4         9         3
          Vardas7623         Pavarde7623         1         7        10         9         5         9
          Vardas7624         Pavarde7624        10         2         1         8         9        10
          Vardas7625         Pavarde7625         9         8        10         6         4         6
          Vardas7626         Pavarde7626         7        10        10         4         3         6
          Vardas7627         Pavarde7627        10         5         4         7         4         7
          Vardas7628         Pavarde7628         6        10         6         6         8        10
          Vardas7629         Pavarde7629         3         9         8         7        10        10
          Vardas7630         Pavarde7630        10         7         7         6         3         7
          Vardas7631         Pavarde7631         5         4         3         7         7         3
          Vardas7632         Pavarde7632         6         3        10         7        10        10
          Vardas7633         Pavarde7633         8         6         1         3         1         8
          Vardas7634         Pavarde7634         3         1         9         3        10         8
          Vardas7635         Pavarde7635         9         5         6         9         9        10
          Vardas7636         Pavarde7636        10         9         7         4         3         7
          Vardas7637         Pavarde7637         8        10         4         7         9         4
          Vardas7638         Pavarde7638         6         3         8         7        10         6
          Vardas7639         Pavarde7639         3         8        10         2         6         2
          Vardas7640         Pavarde7640         9         3         1         9         2        10
          Vardas7641         Pavarde7641         2         6         7        10         8         8
          Vardas7642         Pavarde7642         9        10         8         4         9         5
          Vardas7643         Pavarde7643         2         1         8         2         8         1
          Vardas7644         Pavarde7644         7         9        10         6         1        10
          Vardas7645         Pavarde7645         6        10         4        10         2         1
          Vardas7646         Pavarde7646         8         8         4         3         3         8
          Vardas7647         Pavarde7647         5         2         4        10         5         1
          Vardas7648         Pavarde7648         1         3         1         6        10         6
          Vardas7649         Pavarde7649         7         1         7         6         9        10
          Vardas7650         Pavarde7650        10         9         5         2         1         5
          Vardas7651         Pavarde7651         2        10         6         6        10         9
          Vardas7652         Pavarde7652         5         9         6         3         5         8
          Vardas7653         Pavarde7653         1         4         6         5         7         4
          Vardas7654         Pavarde7654        10         1         6         3         7         8
          Vardas7655         Pavarde7655         6         6         5         9        10         6
          Vardas7656         Pavarde7656         2         4         3         4         5         9
          Vardas7657         Pavarde7657         9         1        10         1         3         5
          Vardas7658         Pavarde7658         9         4         1         4        10         4
          Vardas7659         Pavarde7659         8         8         8         7         6         8
          Vardas7660         Pavarde7660         8         1         3         4         7         5
          Vardas7661         Pavarde7661         3         1         3         4         6         1
          Vardas7662         Pavarde7662         7         8         1         5        10         6
          Vardas7663         Pavarde7663         8         9         6         7        10         3
          Vardas7664         Pavarde7664         1         8        10         4         4         6
          Vardas7665         Pavarde7665         5        10         1         4         2         1
          Vardas7666         Pavarde7666         4         4         8         1         7         2
          Vardas7667         Pavarde7667         3         2         8         1         4         1
          Vardas7668         Pavarde7668         6         1         6         9         6         8
          Vardas7669         Pavarde7669         6         1         4         2         9         1
